,id,Title,Episode,Season,character_names,Total Spoken Words,number of scene changes,Sarcasm Index,Emotional Archetype,vote_average,holiday_episode,director_popularity,writer_popularity,Joey_Rachel_Monica_Chandler_itemset,Rachel_Ross_Monica_Chandler_itemset,Joey_Phoebe_Monica_Chandler_itemset,Joey_Ross_Monica_Chandler_itemset,Rachel_Phoebe_Monica_Chandler_itemset,Joey_Rachel_Phoebe_Chandler_itemset,Joey_Rachel_Ross_Chandler_itemset,Joey_Ross_Phoebe_Chandler_itemset,Ross_Phoebe_Monica_Chandler_itemset,Joey_Rachel_Phoebe_Monica_itemset,sentiment,Ross_spoken_words,Rachel_spoken_words,Chandler_spoken_words,Monica_spoken_words,Phoebe_spoken_words,Joey_spoken_words,Central Perk_occurrences,Monica's Apartment_occurrences,Ross's Apartment_occurrences,Chandler's Apartment_occurrences,Ralph Lauren_occurrences,Bloomingdales_occurrences,Phoebe's Apartment_occurrences
189,87433, The One With The Male Nanny,6,9,"['David', 'Sandy', 'Mike', 'Grumpus', 'Wigglemunch']",4667,19,0.8333333333333334,Uncharted,8.4,1,1.519,4.7685,0,0,0,0,0,0,0,0,0,0,0.0500535338386103,720,410,474,406,749,329,1,0,5,0,0,0,4
190,87420, The One With Ross's Inappropriate Song,7,9,"['Bitsy', 'Catherine', 'Mike', 'Theodore']",3633,13,0.1666666666666666,Uncharted,8.741,0,2.843,3.572,0,0,0,0,0,0,0,0,0,0,0.1027685376839836,340,462,551,318,683,398,1,0,3,0,0,0,0
191,87424, The One With Rachel's Other Sister,8,9,['Amy'],3462,10,0.1428571428571428,Uncharted,8.7,0,1.519,1.788,0,0,0,0,0,0,0,0,0,0,0.0773341559768916,254,637,610,433,241,479,0,0,2,0,0,0,0
192,87411, The One With Rachel's Phone Number,9,9,"['Kevin', 'Rach', 'Mike', 'Bill', 'Waiter']",3156,15,0.5714285714285714,Uncharted,8.407,0,3.423,1.303,0,0,0,0,0,0,0,0,0,0,0.0468129814180161,361,492,543,440,330,431,1,3,7,0,0,0,0
193,87431, The One With Christmas In Tulsa,10,9,"['Wendy', 'Nick', 'Ben']",3120,16,0.4285714285714285,Uncharted,8.0,0,1.519,1.788,0,0,0,0,0,0,0,0,0,0,0.0714290353618524,167,173,1347,581,259,72,1,3,0,0,0,0,0
194,87428, The One Where Rachel Goes Back To Work,11,9,"['Gavin', 'Drake', 'Zelner']",3061,17,0.1428571428571428,Man in a Hole,8.3,0,2.843,1.788,0,0,0,0,0,0,0,0,0,0,0.0827591179674004,226,584,448,492,310,389,0,0,0,0,0,0,0
195,87471, The One With Phoebe's Rats,12,9,"['Gavin', 'Molly', 'Heather', 'Mike']",2918,12,0.5714285714285714,Man in a Hole,8.069,0,2.843,0.84,0,0,0,0,0,0,0,0,0,0,0.1403602318606674,293,795,224,227,446,357,0,0,0,0,0,0,0
196,87443, The One Where Monica Sings,13,9,[],241,15,0.0,Rags to Riches,8.3,0,2.843,1.643,0,0,0,0,0,0,0,0,0,0,-0.25,231,0,0,0,0,0,0,0,0,0,0,0,0
197,87475, The One With The Blind Dates,14,9,"['night', 'Steve', 'Waiter']",3493,15,0.8,Man in a Hole,8.4,0,2.843,1.643,0,0,0,0,0,0,0,0,0,0,0.0644254450772758,373,504,381,414,547,597,4,0,0,0,0,0,0
198,87442, The One With The Mugging,15,9,[],75,1,0.5,Rags to Riches,8.6,0,2.843,1.388,0,0,0,0,0,0,0,0,0,0,-0.0107142857142856,19,0,0,44,0,0,0,0,0,0,0,0,0
199,87477, The One With The Boob Job,16,9,['Mike'],3149,14,0.5714285714285714,Uncharted,8.5,0,2.843,1.388,0,0,0,0,1,0,0,0,0,0,0.1221801787864525,334,305,529,426,645,353,2,0,1,0,0,0,3
200,87478, The One With The Memorial Service,17,9,"['Tom', 'Manny', 'Mike', 'Kori']",3237,13,0.5714285714285714,Uncharted,8.4,0,2.843,0.84,0,0,0,0,0,0,0,0,0,0,0.0138351639605221,612,303,638,522,362,354,0,0,1,0,0,0,2
201,87444, The One With The Lottery,18,9,"['Racel', 'Gunther', 'Steve']",3282,4,0.5714285714285714,Uncharted,8.7,0,2.843,1.788,0,1,0,1,0,0,1,0,0,0,0.0473749844496207,546,522,520,593,444,351,2,0,0,0,0,0,0
202,87517, The One With Rachel's Dream,19,9,"['Receptionist', 'Drake', 'Olivia']",26966,105,0.6666666666666666,Uncharted,8.5,0,3.189,2.384,0,0,0,0,0,0,0,0,0,0,0.0581418594518959,3059,3825,2205,5282,4494,5521,8,0,0,0,0,0,0
203,87518, The One With The Soap Opera Party,20,9,"['Charlie', 'Jane', 'Rache', 'one', 'Spafford', 'Gunther', 'Dirk']",22363,83,0.2857142857142857,Uncharted,8.3,0,2.843,2.4285,0,1,0,0,0,0,0,0,0,0,-0.0171535345048288,5354,3194,2087,2813,2434,2628,2,0,4,0,0,0,0
204,87520, The One With The Fertility Test,21,9,"['Charlie', 'Receptionist', 'Janice']",15956,67,0.2857142857142857,Uncharted,8.6,0,2.843,3.572,0,0,0,0,0,0,0,0,0,0,0.0036061700677393,2822,1585,2704,1382,2003,2369,6,0,0,0,0,0,0
205,87522, The One With The Donor,22,9,"['Charlie', 'Sherman', 'Zack', 'Connelly', 'Stranger', 'David', 'Jeanette']",3176,14,0.2,Uncharted,8.4,0,2.843,2.4285,0,0,0,0,0,0,0,0,0,0,0.0498957372387648,318,476,640,304,447,315,4,1,0,0,0,0,0
206,87480,The One In Barbados,23,9,"['Charlie', 'David', 'Oberblau', 'Clerk', 'Sarah', 'Mike', 'Waiter']",5928,25,0.4,Uncharted,8.8,0,1.519,3.5812500000000003,0,0,0,0,0,0,0,0,0,0,-0.0122807903811085,1067,497,800,830,435,909,0,0,0,0,0,0,0
207,87523, The One After Joey and Rachel Kiss,1,10,"['Charlie', 'Mike']",3973,10,1.0,Uncharted,9.0,0,1.519,2.4285,0,0,0,0,0,0,0,0,0,0,0.1123732095932617,688,739,394,558,623,458,0,0,1,0,0,0,0
208,87553, The One Where Ross is Fine,2,10,"['Charlie', 'Owen', 'Colleen', 'Bill']",3028,12,1.0,Uncharted,8.6,0,3.243,1.643,0,0,0,0,0,0,0,0,0,0,0.1364838760414933,676,221,267,248,301,426,4,0,3,0,0,0,0
209,87590, The One With Ross' Tan,3,10,"['Amanda', 'Glenda', 'first']",2569,9,1.0,Rags to Riches,8.7,0,2.843,0.84,0,0,0,0,0,0,0,0,0,0,-0.0062980370148769,206,650,252,340,275,463,1,1,1,0,0,0,0
210,87596, The One With The Cake,4,10,"['Jack', 'Estelle', 'Emma', 'Judy']",3624,4,1.0,Rags to Riches,8.2,0,2.843,3.572,0,0,0,0,0,0,0,0,0,0,0.080698576856897,488,806,387,489,386,647,0,0,0,0,0,0,0
211,87548, The One Where Rachel's Sister Babysits,5,10,"['Charlie', 'Mike', 'Amy']",16473,52,1.0,Man in a Hole,8.5,0,1.746,1.788,0,0,0,0,0,0,0,0,0,0,0.0088220525080625,1421,3510,1241,1208,2392,1505,10,10,1,0,0,0,0
212,87529, The One With Ross' Grant,6,10,"['Charlie', 'Li', 'Benjamin']",3677,0,0.6,Uncharted,8.519,1,1.519,5.777,0,0,0,0,0,0,0,0,0,0,-0.0699966008275754,614,414,379,277,397,539,0,0,0,0,0,0,0
213,87597,The One With The Home Study,7,10,"['Mike', 'Laura']",3190,12,0.6,Uncharted,8.4,0,1.519,1.788,0,0,0,0,0,0,0,0,0,0,0.1020435338234742,446,416,274,417,510,276,1,2,0,0,0,0,0
214,87599, The One With The Birth Mother,9,10,"['Erica', 'Sarah', 'Waiter']",2815,11,0.4,Uncharted,8.9,0,48.006,3.0,0,0,0,0,0,0,0,0,0,0,0.0468949621627458,354,204,404,312,199,707,2,0,0,0,0,0,0
215,87600, The One Where Chandler Gets Caught,10,10,[],2739,5,0.6666666666666666,Uncharted,8.5,0,2.843,1.788,1,1,0,0,0,0,0,0,0,0,0.010857150748557,481,370,539,710,325,223,1,2,0,0,0,0,0
216,87601, The One Where the Stripper Cries,11,10,"['Missy', 'Donny', 'Henrietta', 'Gene', 'Adrienne', 'Roy']",3968,14,0.2,Uncharted,9.0,0,1.519,4.7685,0,0,0,0,0,0,0,0,0,0,0.0162838560843151,639,334,414,389,287,411,1,3,0,0,0,0,0
217,87602, The One With Phoebe's Wedding,12,10,"['2', 'Mike']",4363,12,0.4,Uncharted,9.0,0,1.519,3.572,0,0,0,0,0,0,0,0,0,0,0.0306716334025868,451,311,512,793,1157,580,3,1,0,0,0,0,0
218,87603, The One Where Joey Speaks French,13,10,"['Green', 'Erica']",3317,13,0.6666666666666666,Uncharted,8.5,0,2.843,1.788,0,0,0,0,0,0,0,0,0,0,0.0452471523812425,730,708,275,260,396,331,2,1,0,0,0,0,0
219,87607, The One With Princess Consuela,14,10,"['Mark', 'Clerk', 'Campbell', 'Gunther', 'Zellner', 'Mike', 'Rita', 'Mackenzie']",3110,12,0.6666666666666666,Cinderella,8.7,0,2.843,1.788,0,0,0,0,0,0,0,0,0,0,0.0209899159166021,405,515,229,325,413,565,4,0,0,0,1,0,0
220,87628, The One Where                               Estelle Dies,15,10,"['Realtor', 'Estelle', 'Janice', 'Zelner']",2559,12,0.5714285714285714,Uncharted,8.8,0,2.843,4.7685,0,0,0,0,0,0,0,0,0,0,0.0747359614299189,453,305,301,232,264,356,2,0,1,0,1,0,0
221,87633, The One With                               Rachel's Going Away Party,16,10,['Erica'],3221,14,1.0,Man in a Hole,8.661,0,2.843,2.4285,0,0,0,0,0,0,0,0,0,0,0.1068388591713386,546,589,431,630,363,315,0,4,1,0,0,0,0
222,87632,The Last One,17,10,"['2', 'Erica', 'Gunther', 'Mike']",6052,25,0.2857142857142857,Uncharted,9.4,0,1.519,4.7685,0,0,0,0,0,0,0,1,0,0,0.1030107793052834,836,882,875,677,894,887,2,0,1,0,0,0,0
